1399.420044,1402.109985
1402.109985,1403.449951
1403.449951,1441.469971
1441.469971,1457.599976
1457.599976,1438.560059
1438.560059,1432.25
1432.25,1449.680054
1449.680054,1465.150024
1465.150024,1455.140015
1455.140015,1455.900024
1455.900024,1445.569946
1445.569946,1441.359985
1441.359985,1401.530029
1401.530029,1410.030029
1410.030029,1404.089966
1404.089966,1398.560059
1398.560059,1360.160034
1360.160034,1394.459961
1394.459961,1409.280029
1409.280029,1409.119995
1409.119995,1424.969971
1424.969971,1424.369995
1424.369995,1424.23999
1424.23999,1441.719971
1441.719971,1411.709961
1411.709961,1416.829956
1416.829956,1387.119995
1387.119995,1389.939941
1389.939941,1402.050049
1402.050049,1387.670044
1387.670044,1388.26001
1388.26001,1346.089966
1346.089966,1352.170044
1352.170044,1360.689941
1360.689941,1353.430054
1353.430054,1333.359985
1333.359985,1348.050049
1348.050049,1366.420044
1366.420044,1379.189941
1379.189941,1381.76001
1381.76001,1409.170044
1409.170044,1391.280029
1391.280029,1355.619995
1355.619995,1366.699951
1366.699951,1401.689941
1401.689941,1395.069946
1395.069946,1383.619995
1383.619995,1359.150024
1359.150024,1392.140015
1392.140015,1458.469971
1458.469971,1464.469971
1464.469971,1456.630005
1456.630005,1493.869995
1493.869995,1500.640015
1500.640015,1527.349976
1527.349976,1527.459961
1527.459961,1523.859985
1523.859985,1507.72998
1507.72998,1508.52002
1508.52002,1487.920044
1487.920044,1498.579956
1498.579956,1505.969971
1505.969971,1494.72998
1494.72998,1487.369995
1487.369995,1501.339966
1501.339966,1516.349976
1516.349976,1504.459961
1504.459961,1500.589966
1500.589966,1467.170044
1467.170044,1440.51001
1440.51001,1356.560059
1356.560059,1401.439941
1401.439941,1441.609985
1441.609985,1427.469971
1427.469971,1434.540039
1434.540039,1429.859985
1429.859985,1477.439941
1477.439941,1460.98999
1460.98999,1464.920044
1464.920044,1452.430054
1452.430054,1468.25
1468.25,1446.290039
1446.290039,1415.099976
1415.099976,1409.569946
1409.569946,1432.630005
1432.630005,1424.170044
1424.170044,1412.140015
1412.140015,1383.050049
1383.050049,1407.810059
1407.810059,1420.959961
1420.959961,1452.359985
1452.359985,1466.040039
1466.040039,1447.800049
1447.800049,1437.209961
1437.209961,1406.949951
1406.949951,1400.719971
1400.719971,1373.859985
1373.859985,1399.050049
1399.050049,1381.52002
1381.52002,1378.02002
1378.02002,1422.449951
1422.449951,1420.599976
1420.599976,1448.810059
1448.810059,1477.26001
1477.26001,1467.630005
1467.630005,1457.839966
1457.839966,1471.359985
1471.359985,1461.670044
1461.670044,1456.949951
1456.949951,1446
1446,1469.439941
1469.439941,1470.540039
1470.540039,1478.72998
1478.72998,1464.459961
1464.459961,1486
1486,1475.949951
1475.949951,1479.130005
1479.130005,1452.180054
1452.180054,1441.47998
1441.47998,1455.310059
1455.310059,1450.550049
1450.550049,1454.819946
1454.819946,1442.390015
1442.390015,1454.599976
1454.599976,1469.540039
1469.540039,1446.22998
1446.22998,1456.670044
1456.670044,1478.900024
1478.900024,1475.619995
1475.619995,1480.880005
1480.880005,1492.920044
1492.920044,1495.839966
1495.839966,1509.97998
1509.97998,1510.48999
1510.48999,1493.73999
1493.73999,1481.959961
1481.959961,1495.569946
1495.569946,1480.189941
1480.189941,1464.290039
1464.290039,1474.469971
1474.469971,1452.420044
1452.420044,1449.619995
1449.619995,1419.890015
1419.890015,1430.829956
1430.829956,1438.099976
1438.099976,1438.699951
1438.699951,1452.560059
1452.560059,1462.930054
1462.930054,1479.319946
1479.319946,1482.800049
